pmid,doi,year,era,journal,pubtypes,title,senior_author,country,n_countries,is_multicenter_or_registry,design_meta,group_key,tier,oa_status,oa_pdf_url,publisher
21289593,10.1097/tp.0b013e31820d3bc3,2011,pre,Transplantation,"Journal Article; Research Support, Non-U.S. Gov't",Exhaled breath condensate pH in lung transplant recipients with bronchiolitis obliterans syndrome.,Antus B,,0,False,,antus b|,WoltersKluwer,closed,,Ovid Technologies (Wolters Kluwer Health)
21276737,10.1016/j.healun.2010.12.008,2011,pre,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,Journal Article,Heterogeneity of chronic lung allograft dysfunction: insights from protein expression in broncho alveolar lavage.,Vanaudenaerde BM,Belgium,1,True,registry,vanaudenaerde bm|belgium,OA,green,https://lirias.kuleuven.be/handle/123456789/315956,Elsevier BV
21272237,10.1111/j.1600-6143.2010.03380.x,2011,pre,American journal of transplantation : official journal of the American Society of Transplantation and the American Society of Transplant Surgeons,Journal Article,Bile acids aspiration reduces survival in lung transplant recipients with BOS despite azithromycin.,Dupont LJ,Belgium,1,False,,dupont lj|belgium,Elsevier,closed,,Elsevier BV
21272072,10.1111/j.1399-0012.2010.01395.x,2012,pre,Clinical transplantation,Comparative Study; Journal Article,Outcomes of patients with cystic fibrosis undergoing lung transplantation with and without cystic fibrosis-associated liver cirrhosis.,Chaparro C,United Kingdom,1,False,,chaparro c|united kingdom,Wiley,closed,,Wiley
21232966,10.1016/j.ejcts.2010.11.049,2011,pre,European journal of cardio-thoracic surgery : official journal of the European Association for Cardio-thoracic Surgery,Journal Article,Donor cause of brain death and related time intervals: does it affect outcome after lung transplantation?,Van Raemdonck D,Belgium,1,False,,van raemdonck d|belgium,Other-paywall,closed,,Oxford University Press (OUP)
21194972,10.1016/j.healun.2010.10.018,2011,pre,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,"Evaluation Study; Journal Article; Research Support, Non-U.S. Gov't",A novel approach to the assessment of lymphocytic bronchiolitis after lung transplantation--transbronchial brush.,Hopkins PM,Australia,1,False,,hopkins pm|australia,Elsevier,closed,,Elsevier BV
21169468,10.1164/rccm.201005-0742oc,2011,pre,American journal of respiratory and critical care medicine,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",Mesenchymal stromal cells in bronchoalveolar lavage as predictors of bronchiolitis obliterans syndrome.,Lama VN,United States,1,False,,lama vn|united states,Other-paywall,closed,,Oxford University Press (OUP)
21168710,10.1016/j.transproceed.2010.07.017,2010,pre,Transplantation proceedings,"Journal Article; Research Support, Non-U.S. Gov't",Diagnostic value of antibodies against Pseudomonas aeruginosa in bronchoalveolar lavage fluid after lung transplantation.,Verleden GM,Belgium,1,False,,verleden gm|belgium,Elsevier,closed,,Elsevier BV
21163500,10.1016/j.jtcvs.2010.10.006,2011,pre,The Journal of thoracic and cardiovascular surgery,"Journal Article; Research Support, Non-U.S. Gov't",Immunosuppression-induced bronchial epithelial-mesenchymal transition: a potential contributor to obliterative bronchiolitis.,Smith MA,United States,1,True,registry,smith ma|united states,OA,bronze,http://www.jtcvs.org/article/S0022522310011669/pdf,Elsevier BV
21130874,10.1016/j.ejpb.2010.11.013,2011,pre,European journal of pharmaceutics and biopharmaceutics : official journal of Arbeitsgemeinschaft fur Pharmazeutische Verfahrenstechnik e.V,"Journal Article; Research Support, Non-U.S. Gov't",Preclinical evaluation of tacrolimus colloidal dispersion for inhalation.,Williams RO,United States,1,False,,williams ro|united states,Elsevier,closed,,Elsevier BV
21094839,10.1016/j.transproceed.2010.09.002,2010,pre,Transplantation proceedings,Journal Article,Domino heart transplantation: long-term outcome of recipients and their living donors: single center experience.,Viganò M,Italy,1,False,,viganò m|italy,Elsevier,closed,,Elsevier BV
21093882,10.1016/j.jtcvs.2010.09.009,2011,pre,The Journal of thoracic and cardiovascular surgery,Journal Article,Short- and long-term outcomes of 1000 adult lung transplant recipients at a single center.,Patterson GA,United States,1,False,,patterson ga|united states,OA,bronze,http://www.jtcvs.org/article/S0022522310010524/pdf,Elsevier BV
21087415,10.1111/j.1600-6143.2010.03327.x,2011,pre,American journal of transplantation : official journal of the American Society of Transplantation and the American Society of Transplant Surgeons,Journal Article,Usefulness of exhaled nitric oxide to guide risk stratification for bronchiolitis obliterans syndrome after lung transplantation.,,Germany,1,False,,,Elsevier,closed,,Elsevier BV
21084198,10.1016/j.ejcts.2010.08.034,2011,pre,European journal of cardio-thoracic surgery : official journal of the European Association for Cardio-thoracic Surgery,"Evaluation Study; Journal Article; Research Support, Non-U.S. Gov't",Outcome of lung transplantation in elderly recipients.,Cassivi SD,United States,1,False,,cassivi sd|united states,OA,bronze,https://academic.oup.com/ejcts/article-pdf/39/5/726/22142552/39-5-726.pdf,Oxford University Press (OUP)
21078427,10.1016/j.jtcvs.2010.08.046,2010,pre,The Journal of thoracic and cardiovascular surgery,"Journal Article; Research Support, Non-U.S. Gov't",Endothelin-1 is a useful biomarker for early detection of bronchiolitis obliterans in lung transplant recipients.,Aharinejad S,Austria,1,True,registry,aharinejad s|austria,OA,bronze,http://www.jtcvs.org/article/S0022522310009785/pdf,Elsevier BV
20971279,10.1016/j.athoracsur.2010.06.048,2010,pre,The Annals of thoracic surgery,"Journal Article; Research Support, American Recovery and Reinvestment Act; Research Support, N.I.H., Extramural",Respiratory virus-induced dysregulation of T-regulatory cells leads to chronic rejection.,Mohanakumar T,United States,1,True,registry,mohanakumar t|united states,Elsevier,closed,,Elsevier BV
20971276,10.1016/j.athoracsur.2010.06.089,2010,pre,The Annals of thoracic surgery,Journal Article,Impact of oropharyngeal dysphagia on long-term outcomes of lung transplantation.,Davis RD,United States,1,False,,davis rd|united states,Elsevier,closed,,Elsevier BV
20948853,10.3410/m2-32,2010,pre,F1000 medicine reports,Journal Article,Diagnosis and treatment of constrictive bronchiolitis.,Epler GR,United States,1,False,,epler gr|united states,OA,bronze,https://facultyopinions.com/prime/reports/m/2/32/pdf,Faculty Opinions Ltd
20934887,10.1016/j.healun.2010.08.017,2011,pre,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,"Evaluation Study; Journal Article; Research Support, Non-U.S. Gov't",Usefulness of extracorporeal membrane oxygenation as a bridge to lung transplantation: a descriptive study.,Dellgren G,,0,False,,dellgren g|,Elsevier,closed,,Elsevier BV
20888787,10.1016/j.healun.2010.08.016,2011,pre,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,Journal Article,Outcome of lung transplant recipients requiring readmission to the intensive care unit.,Kramer MR,Israel,1,False,,kramer mr|israel,Elsevier,closed,,Elsevier BV
20888255,10.1016/j.healun.2010.08.014,2011,pre,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,"Comparative Study; Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",Myocardial protection in heart transplantation using blood cardioplegia: 12-year outcome of a prospective randomized trial.,Faggian G,Italy,1,False,rct,faggian g|italy,Elsevier,closed,,Elsevier BV
20868794,10.1016/j.athoracsur.2010.06.009,2010,pre,The Annals of thoracic surgery,"Journal Article; Research Support, N.I.H., Extramural",Antibodies to self-antigens predispose to primary lung allograft dysfunction and chronic rejection.,Mohanakumar T,United States,1,True,registry,mohanakumar t|united states,OA,bronze,http://www.annalsthoracicsurgery.org/article/S0003497510012956/pdf,Elsevier BV
20851929,10.1164/rccm.201003-0422oc,2011,pre,American journal of respiratory and critical care medicine,"Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",RNA interference therapy in lung transplant patients infected with respiratory syncytial virus.,Glanville AR,United States,1,False,rct,glanville ar|united states,Other-paywall,closed,,Oxford University Press (OUP)
20833822,10.1164/rccm.201005-0775oc,2011,pre,American journal of respiratory and critical care medicine,"Comparative Study; Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",Comparison of sirolimus with azathioprine in a tacrolimus-based immunosuppressive regimen in lung transplantation.,Garrity E,United States,1,True,rct,garrity e|united states,Other-paywall,closed,,Oxford University Press (OUP)
20832584,10.1016/j.transproceed.2010.05.169,2010,pre,Transplantation proceedings,"Journal Article; Research Support, Non-U.S. Gov't",An experimental approach toward chronic pulmonary allograft rejection: Orthotopic lung versus heterotopic tracheal segment transplantation in rats.,Korom S,Switzerland,1,False,,korom s|switzerland,Elsevier,closed,,Elsevier BV
20832573,10.1016/j.transproceed.2010.05.155,2010,pre,Transplantation proceedings,Journal Article,Gastroesophageal reflux disease is associated with an increased rate of acute rejection in lung transplant allografts.,Pelaez A,United States,1,False,,pelaez a|united states,Elsevier,closed,,Elsevier BV
20810293,10.1016/j.healun.2010.06.007,2010,pre,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,"Comparative Study; Journal Article; Research Support, Non-U.S. Gov't",Lung transplantation for patients with cystic fibrosis and Burkholderia cepacia complex infection: a single-center experience.,Corris PA,,0,True,registry,corris pa|,Elsevier,closed,,Elsevier BV
20727564,10.1016/j.surg.2010.07.011,2010,pre,Surgery,Journal Article,Gastroesophageal reflux disease after lung transplantation: pathophysiology and implications for treatment.,Fisichella PM,United States,1,False,,fisichella pm|united states,OA,green,https://www.ncbi.nlm.nih.gov/pmc/articles/3066258,Elsevier BV
20691611,10.1016/j.healun.2010.05.036,2010,pre,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",Synergistic effect of antibodies to human leukocyte antigens and defensins in pathogenesis of bronchiolitis obliterans syndrome after human lung transplantation.,Mohanakumar T,United States,1,True,registry,mohanakumar t|united states,OA,bronze,http://www.jhltonline.org/article/S1053249810004237/pdf,Elsevier BV
20667031,10.1111/j.1399-3046.2010.01373.x,2010,pre,Pediatric transplantation,Journal Article,Serum KL-6 level and the development of bronchiolitis obliterans syndrome in lung transplant recipients.,Elidemir O,United States,1,False,,elidemir o|united states,Wiley,closed,,Wiley
20654580,10.1016/j.bbrc.2010.07.063,2010,pre,Biochemical and biophysical research communications,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",Lipid raft facilitated ligation of K-alpha1-tubulin by specific antibodies on epithelial cells: Role in pathogenesis of chronic rejection following human lung transplantation.,Mohanakumar T,United States,1,False,,mohanakumar t|united states,Elsevier,closed,,Elsevier BV
20632031,10.1007/s00428-010-0949-x,2010,pre,Virchows Archiv : an international journal of pathology,"Journal Article; Research Support, Non-U.S. Gov't",Obliterative airway remodelling in transplanted and non-transplanted lungs.,Laenger F,Germany,1,False,,laenger f|germany,Springer,closed,,Springer Science and Business Media LLC
20628341,10.1097/tp.0b013e3181e8dabe,2010,pre,Transplantation,Journal Article,Decreased percentage of CD4+FoxP3+ cells in bronchoalveolar lavage from lung transplant recipients correlates with development of bronchiolitis obliterans syndrome.,Alegre ML,United States,1,True,registry,alegre ml|united states,OA,green,https://www.ncbi.nlm.nih.gov/pmc/articles/4737704,Ovid Technologies (Wolters Kluwer Health)
20627628,10.1016/j.healun.2010.04.013,2010,pre,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,Journal Article,Systemic and exhaled cytokine and chemokine profiles are associated with the development of bronchiolitis obliterans syndrome.,Van Den Bosch JM,Netherlands,1,False,,van den bosch jm|netherlands,Elsevier,closed,,Elsevier BV
20619683,10.1016/j.healun.2010.05.023,2010,pre,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,"Journal Article; Research Support, Non-U.S. Gov't",Long-term azithromycin therapy for bronchiolitis obliterans syndrome: divide and conquer?,Verleden GM,Belgium,1,False,,verleden gm|belgium,Elsevier,closed,,Elsevier BV
