pmid,doi,year,era,journal,pubtypes,title,senior_author,country,n_countries,is_multicenter_or_registry,design_meta,group_key
32771440,10.1016/j.healun.2020.07.014,2020,post,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,"Journal Article; Research Support, N.I.H., Extramural",Identifying host microRNAs in bronchoalveolar lavage samples from lung transplant recipients infected with Aspergillus.,Husain S,United States,2,True,,husain s|united states
32754722,10.1016/j.xcrm.2020.100055,2020,post,Cell reports. Medicine,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",Cystic Fibrosis Lung Transplant Recipients Have Suppressed Airway Interferon Responses during Pseudomonas Infection.,Greenland JR,United States,1,False,,greenland jr|united states
32732852,10.1097/tp.0000000000003050,2020,post,Transplantation,Journal Article,Pretransplant Opioid Use and Survival After Lung Transplantation.,Halloran K,Canada,1,False,,halloran k|canada
32725047,10.36416/1806-3756/e20200032,2020,post,Jornal brasileiro de pneumologia : publicacao oficial da Sociedade Brasileira de Pneumologia e Tisilogia,Journal Article,Lung transplant in patients with familial pulmonary fibrosis.,Sestini P,Italy,1,False,,sestini p|italy
32713614,10.1016/j.healun.2020.07.001,2020,post,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,"Journal Article; Multicenter Study; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",Circulating exosomes with lung self-antigens as a biomarker for chronic lung allograft dysfunction: A retrospective analysis.,Mohanakumar T,,0,False,,mohanakumar t|
32711032,10.1016/j.trim.2020.101321,2020,post,Transplant immunology,Journal Article,Mathematical modeling of peripheral blood neutrophil kinetics to predict CLAD after lung transplantation.,Serre R,France,1,False,,serre r|france
32707293,10.1016/j.cellimm.2020.104172,2020,post,Cellular immunology,"Journal Article; Research Support, N.I.H., Extramural",The role of miRNA-155 in the immunopathogenesis of obliterative airway disease in mice induced by circulating exosomes from human lung transplant recipients with chronic lung allograft dysfunction.,Mohanakumar T,United States,1,False,,mohanakumar t|united states
32667678,10.4414/smw.2020.20286,2020,post,Swiss medical weekly,Journal Article,Predictors of long-term employment among patients with cystic fibrosis undergoing lung transplantation.,Benden C,Switzerland,1,False,,benden c|switzerland
32608204,10.3349/ymj.2020.61.7.606,2020,post,Yonsei medical journal,Journal Article,Panel-Reactive and Donor-Specific Antibodies before Lung Transplantation can Affect Outcomes in Korean Patients Receiving Lung Transplantation.,,South Korea,2,True,,
32601414,10.1038/s41598-020-67433-4,2020,post,Scientific reports,"Journal Article; Research Support, Non-U.S. Gov't",Lung perfusion scintigraphy to detect chronic lung allograft dysfunction after living-donor lobar lung transplantation.,Toyooka S,Japan,1,False,,toyooka s|japan
32596573,10.1021/acsomega.0c00859,2020,post,ACS omega,Journal Article,Global Proteomics Analysis of Circulating Extracellular Vesicles Isolated from Lung Transplant Recipients.,Mohanakumar T,United States,1,True,,mohanakumar t|united states
32595425,10.1159/000508170,2020,post,Transfusion medicine and hemotherapy : offizielles Organ der Deutschen Gesellschaft fur Transfusionsmedizin und Immunhamatologie,Journal Article,Outcome of Extracorporeal Photopheresis as an Add-On Therapy for Antibody-Mediated Rejection in Lung Transplant Recipients.,Jaksch P,Austria,1,True,,jaksch p|austria
32593560,10.1016/j.healun.2020.05.019,2020,post,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,Journal Article,Influence of the donor history of tobacco and marijuana smoking on early and intermediate lung transplant outcomes.,Snell GI,Australia,1,False,,snell gi|australia
32577419,10.1183/23120541.00003-2020,2020,post,ERJ open research,Journal Article,Shorter telomere length following lung transplantation is associated with clinically significant leukopenia and decreased chronic lung allograft dysfunction-free survival.,El-Chemaly S,United States,1,False,,el-chemaly s|united states
32551854,10.1165/rcmb.2019-0374oc,2020,post,American journal of respiratory cell and molecular biology,"Journal Article; Research Support, N.I.H., Extramural; Research Support, U.S. Gov't, Non-P.H.S.",Airway Epithelial Telomere Dysfunction Drives Remodeling Similar to Chronic Lung Allograft Dysfunction.,Wolters PJ,,0,False,,wolters pj|
32541091,10.18632/aging.103330,2020,post,Aging,"Journal Article; Research Support, Non-U.S. Gov't",PLK1 Inhibition alleviates transplant-associated obliterative bronchiolitis by suppressing myofibroblast differentiation.,Wu J,China,1,False,,wu j|china
32519458,10.1111/ajt.16130,2021,post,American journal of transplantation : official journal of the American Society of Transplantation and the American Society of Transplant Surgeons,"Journal Article; Observational Study; Research Support, Non-U.S. Gov't",Sleep-disordered breathing after lung transplantation: An observational cohort study.,Buyse B,Belgium,1,False,,buyse b|belgium
32487471,10.1016/j.healun.2020.05.006,2020,post,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,"Journal Article; Research Support, N.I.H., Extramural",Bronchoalveolar bile acid and inflammatory markers to identify high-risk lung transplant recipients with reflux and microaspiration.,,Canada,1,True,,
32473604,10.1111/tid.13346,2020,post,Transplant infectious disease : an official journal of the Transplantation Society,Journal Article,Acute respiratory failure among lung transplant adults requiring intensive care: Changing spectrum of causative organisms and impact of procalcitonin test in the diagnostic workup.,Rello J,Spain,3,True,,rello j|spain
32471935,10.1183/13993003.01720-2020,2020,post,The European respiratory journal,"Journal Article; Research Support, Non-U.S. Gov't",Successful Pseudomonas aeruginosa eradication improves outcomes after lung transplantation: a retrospective cohort analysis.,,Belgium,1,False,,
32451618,10.1007/s00402-020-03485-5,2021,post,Archives of orthopaedic and trauma surgery,Journal Article,Safety of shoulder arthroplasty in lung transplant recipients.,Boyer P,France,1,True,,boyer p|france
32449200,10.1111/ajt.16073,2020,post,American journal of transplantation : official journal of the American Society of Transplantation and the American Society of Transplant Surgeons,Journal Article,"Evaluation of 10 years of parainfluenza virus, human metapneumovirus, and respiratory syncytial virus infections in lung transplant recipients.",Verschuuren EAM,Netherlands,2,True,,verschuuren eam|netherlands
32444157,10.1016/j.healun.2020.04.020,2020,post,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,"Journal Article; Research Support, Non-U.S. Gov't",Long-term outcomes after intraoperative extracorporeal membrane oxygenation during lung transplantation.,Tudorache I,Germany,1,False,,tudorache i|germany
32430205,10.1016/j.medcli.2020.02.008,2021,post,Medicina clinica,Journal Article,Lung retransplant. Experience of a referral centre.,Sales Badía G,Spain,1,False,,sales badía g|spain
32418864,10.1016/j.healun.2020.04.012,2020,post,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,"Journal Article; Research Support, Non-U.S. Gov't",Risk assessment of chronic lung allograft dysfunction phenotypes: Validation and proposed refinement of the 2019 International Society for Heart and Lung Transplantation classification system.,Martinu T,Canada,1,True,,martinu t|canada
32381491,10.1183/13993003.02292-2019,2020,post,The European respiratory journal,"Journal Article; Research Support, Non-U.S. Gov't","Late-onset ""acute fibrinous and organising pneumonia"" impairs long-term lung allograft function and survival.",,Belgium,1,False,,
32369682,10.1002/ppul.24801,2020,post,Pediatric pulmonology,Journal Article,Long-term pulmonary function testing in pediatric bronchiolitis obliterans syndrome after hematopoietic stem cell transplantation.,Jerkic SP,Germany,1,False,,jerkic sp|germany
32360292,10.1016/j.healun.2020.04.011,2020,post,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",Fibroproliferation in chronic lung allograft dysfunction: Association of mesenchymal cells in bronchoalveolar lavage with phenotypes and survival.,Lama VN,,0,False,,lama vn|
32352712,10.14309/ctg.0000000000000137,2020,post,Clinical and translational gastroenterology,Journal Article,Esophageal Motility Disorders Associated With Death or Allograft Dysfunction After Lung Transplantation? Results of a Retrospective Monocentric Study.,Roman S,France,1,False,,roman s|france
32342596,10.1111/ajt.15957,2020,post,American journal of transplantation : official journal of the American Society of Transplantation and the American Society of Transplant Surgeons,"Journal Article; Research Support, N.I.H., Extramural",Highlights from the clinical trials in organ transplantation (CTOT)-20 and CTOT-22 Consortium studies in lung transplant.,Palmer SM,Canada,1,True,,palmer sm|canada
32279657,10.6002/ect.2019.0240,2020,post,Experimental and clinical transplantation : official journal of the Middle East Society for Organ Transplantation,Journal Article,Lung Transplant Patients Show a Dissimilar Peripheral B-Cell Subset Ratio Compared With Healthy Controls.,Grutters JC,Netherlands,1,False,,grutters jc|netherlands
32250877,10.1016/j.rmed.2020.105944,2020,post,Respiratory medicine,Journal Article,VEGF synthesis and VEGF receptor 2 expression in patients with bronchiolitis obliterans syndrome after lung transplantation.,Westergren-Thorsson G,Sweden,1,False,,westergren-thorsson g|sweden
32244997,10.3390/ijms21062144,2020,post,International journal of molecular sciences,Journal Article,Modulation of NLRP3 Inflammasome through Formyl Peptide Receptor 1 (Fpr-1) Pathway as a New Therapeutic Target in Bronchiolitis Obliterans Syndrome.,Impellizzeri D,Italy,2,True,,impellizzeri d|italy
32224013,10.1016/j.transproceed.2020.02.052,2020,post,Transplantation proceedings,Journal Article,Transbronchial Cryobiopsies in Lung Allograft Recipients for Surveillance Purposes: Initial Results.,Rosso L,Italy,1,False,,rosso l|italy
32195326,10.1097/txd.0000000000000979,2020,post,Transplantation direct,Journal Article,Remote Therapy to Improve Outcomes in Lung Transplant Recipients: Design of the INSPIRE-III Randomized Clinical Trial.,Palmer S,,0,False,,palmer s|
32192319,10.23736/s0031-0808.19.03840-0,2020,post,Panminerva medica,Journal Article; Observational Study,Pirfenidone in chronic lung allograft dysfunction: a single cohort study.,Rottoli P,Italy,1,False,,rottoli p|italy
32170813,10.1111/tid.13277,2020,post,Transplant infectious disease : an official journal of the Transplantation Society,Journal Article,Extending cytomegalovirus prophylaxis in high-risk (D+/R-) lung transplant recipients from 6 to 9 months reduces cytomegalovirus disease: A retrospective study.,Tikkanen JM,Canada,1,False,,tikkanen jm|canada
32169022,10.1080/01902148.2020.1738594,2020,post,Experimental lung research,Journal Article,Anti-oxidative effect of the tyrosine kinase inhibitor nintedanib: a potential therapy for chronic lung allograft dysfunction?,von Suesskind-Schwendi M,Germany,1,False,,von suesskind-schwendi m|germany
32154282,10.21037/atm.2019.10.45,2020,post,Annals of translational medicine,Journal Article,The value of high-resolution HLA in the perioperative period of non-sensitized lung transplant recipients.,Chen J,China,2,True,,chen j|china
32151388,10.1016/j.transproceed.2020.01.019,2020,post,Transplantation proceedings,Journal Article,Gastroesophageal Reflux and Microaspiration in Lung Transplant Recipients: The Utility of a Single Esophageal Manometry and pH Probe Monitoring Study.,Nunley DR,United States,1,True,,nunley dr|united states
